No.,Pos. [°2Th.],Iobs [cts],Icalc [cts],Iback [cts],CT [s],ESD,D spacings
504,35.1750,705.0000, , ,1.0000, ,2.54929
505,35.2250,554.0000, , ,1.0000, ,2.54579
506,35.2750,399.0000, , ,1.0000, ,2.54229
507,35.3250,267.0000, , ,1.0000, ,2.53881
508,35.3750,174.0000, , ,1.0000, ,2.53534
509,35.4250,147.0000, , ,1.0000, ,2.53187
510,35.4750,133.0000, , ,1.0000, ,2.52842
511,35.5250,105.0000, , ,1.0000, ,2.52497
512,35.5750,117.0000, , ,1.0000, ,2.52154
513,35.6250,95.0000, , ,1.0000, ,2.51812
514,35.6750,87.0000, , ,1.0000, ,2.51470
515,35.7250,93.0000, , ,1.0000, ,2.51130
516,35.7750,96.0000, , ,1.0000, ,2.50790
517,35.8250,89.0000, , ,1.0000, ,2.50451
518,35.8750,83.0000, , ,1.0000, ,2.50114
519,35.9250,56.0000, , ,1.0000, ,2.49777
520,35.9750,64.0000, , ,1.0000, ,2.49441
521,36.0250,47.0000, , ,1.0000, ,2.49107
522,36.0750,37.0000, , ,1.0000, ,2.48773
523,36.1250,40.0000, , ,1.0000, ,2.48440
524,36.1750,34.0000, , ,1.0000, ,2.48108
525,36.2250,30.0000, , ,1.0000, ,2.47777
526,36.2750,20.0000, , ,1.0000, ,2.47447
527,36.3250,26.0000, , ,1.0000, ,2.47118
528,36.3750,20.0000, , ,1.0000, ,2.46790
529,36.4250,23.0000, , ,1.0000, ,2.46462
530,36.4750,27.0000, , ,1.0000, ,2.46136
531,36.5250,28.0000, , ,1.0000, ,2.45811
532,36.5750,22.0000, , ,1.0000, ,2.45486
533,36.6250,43.0000, , ,1.0000, ,2.45162
534,36.6750,22.0000, , ,1.0000, ,2.44840
535,36.7250,24.0000, , ,1.0000, ,2.44518
536,36.7750,26.0000, , ,1.0000, ,2.44197
537,36.8250,27.0000, , ,1.0000, ,2.43877
538,36.8750,19.0000, , ,1.0000, ,2.43557
539,36.9250,24.0000, , ,1.0000, ,2.43239
540,36.9750,12.0000, , ,1.0000, ,2.42922
541,37.0250,17.0000, , ,1.0000, ,2.42605
542,37.0750,18.0000, , ,1.0000, ,2.42289
543,37.1250,31.0000, , ,1.0000, ,2.41974
544,37.1750,21.0000, , ,1.0000, ,2.41661
545,37.2250,24.0000, , ,1.0000, ,2.41347
546,37.2750,26.0000, , ,1.0000, ,2.41035
547,37.3250,31.0000, , ,1.0000, ,2.40724
548,37.3750,37.0000, , ,1.0000, ,2.40413
549,37.4250,48.0000, , ,1.0000, ,2.40103
550,37.4750,46.0000, , ,1.0000, ,2.39795
551,37.5250,48.0000, , ,1.0000, ,2.39487
552,37.5750,77.0000, , ,1.0000, ,2.39179
553,37.6250,85.0000, , ,1.0000, ,2.38873
554,37.6750,100.0000, , ,1.0000, ,2.38567
555,37.7250,160.0000, , ,1.0000, ,2.38263
556,37.7750,254.0000, , ,1.0000, ,2.37959
557,37.8250,277.0000, , ,1.0000, ,2.37656
558,37.8750,194.0000, , ,1.0000, ,2.37354
559,37.9250,150.0000, , ,1.0000, ,2.37052
560,37.9750,95.0000, , ,1.0000, ,2.36751
561,38.0250,70.0000, , ,1.0000, ,2.36452
562,38.0750,65.0000, , ,1.0000, ,2.36153
563,38.1250,53.0000, , ,1.0000, ,2.35854
564,38.1750,36.0000, , ,1.0000, ,2.35557
565,38.2250,22.0000, , ,1.0000, ,2.35260
566,38.2750,20.0000, , ,1.0000, ,2.34965
567,38.3250,18.0000, , ,1.0000, ,2.34669
568,38.3750,7.0000, , ,1.0000, ,2.34375
569,38.4250,15.0000, , ,1.0000, ,2.34082
570,38.4750,19.0000, , ,1.0000, ,2.33789
571,38.5250,14.0000, , ,1.0000, ,2.33497
572,38.5750,22.0000, , ,1.0000, ,2.33206
573,38.6250,13.0000, , ,1.0000, ,2.32916
574,38.6750,12.0000, , ,1.0000, ,2.32626
575,38.7250,9.0000, , ,1.0000, ,2.32337
576,38.7750,11.0000, , ,1.0000, ,2.32049
577,38.8250,16.0000, , ,1.0000, ,2.31762
578,38.8750,9.0000, , ,1.0000, ,2.31475
579,38.9250,9.0000, , ,1.0000, ,2.31189
580,38.9750,14.0000, , ,1.0000, ,2.30904
581,39.0250,17.0000, , ,1.0000, ,2.30620
582,39.0750,18.0000, , ,1.0000, ,2.30336
583,39.1250,9.0000, , ,1.0000, ,2.30053
584,39.1750,13.0000, , ,1.0000, ,2.29771
585,39.2250,6.0000, , ,1.0000, ,2.29490
586,39.2750,16.0000, , ,1.0000, ,2.29209
587,39.3250,11.0000, , ,1.0000, ,2.28929
588,39.3750,16.0000, , ,1.0000, ,2.28650
589,39.4250,10.0000, , ,1.0000, ,2.28372
590,39.4750,9.0000, , ,1.0000, ,2.28094
591,39.5250,9.0000, , ,1.0000, ,2.27817
592,39.5750,6.0000, , ,1.0000, ,2.27541
593,39.6250,7.0000, , ,1.0000, ,2.27265
594,39.6750,12.0000, , ,1.0000, ,2.26990
595,39.7250,14.0000, , ,1.0000, ,2.26716
596,39.7750,16.0000, , ,1.0000, ,2.26442
597,39.8250,15.0000, , ,1.0000, ,2.26170
598,39.8750,11.0000, , ,1.0000, ,2.25898
599,39.9250,11.0000, , ,1.0000, ,2.25626
600,39.9750,7.0000, , ,1.0000, ,2.25355
601,40.0250,21.0000, , ,1.0000, ,2.25085
602,40.0750,10.0000, , ,1.0000, ,2.24816
603,40.1250,16.0000, , ,1.0000, ,2.24548
604,40.1750,12.0000, , ,1.0000, ,2.24280
605,40.2250,11.0000, , ,1.0000, ,2.24012
606,40.2750,10.0000, , ,1.0000, ,2.23746
607,40.3250,15.0000, , ,1.0000, ,2.23480
608,40.3750,12.0000, , ,1.0000, ,2.23215
609,40.4250,13.0000, , ,1.0000, ,2.22950
610,40.4750,8.0000, , ,1.0000, ,2.22686
611,40.5250,16.0000, , ,1.0000, ,2.22423
612,40.5750,11.0000, , ,1.0000, ,2.22160
613,40.6250,15.0000, , ,1.0000, ,2.21898
614,40.6750,6.0000, , ,1.0000, ,2.21637
615,40.7250,11.0000, , ,1.0000, ,2.21377
616,40.7750,14.0000, , ,1.0000, ,2.21117
617,40.8250,10.0000, , ,1.0000, ,2.20857
618,40.8750,10.0000, , ,1.0000, ,2.20599
619,40.9250,10.0000, , ,1.0000, ,2.20341
620,40.9750,6.0000, , ,1.0000, ,2.20084
621,41.0250,10.0000, , ,1.0000, ,2.19827
622,41.0750,16.0000, , ,1.0000, ,2.19571
623,41.1250,11.0000, , ,1.0000, ,2.19315
624,41.1750,12.0000, , ,1.0000, ,2.19061
625,41.2250,6.0000, , ,1.0000, ,2.18806
626,41.2750,11.0000, , ,1.0000, ,2.18553
627,41.3250,8.0000, , ,1.0000, ,2.18300
628,41.3750,14.0000, , ,1.0000, ,2.18048
629,41.4250,8.0000, , ,1.0000, ,2.17796
630,41.4750,7.0000, , ,1.0000, ,2.17545
631,41.5250,10.0000, , ,1.0000, ,2.17295
632,41.5750,15.0000, , ,1.0000, ,2.17045
633,41.6250,13.0000, , ,1.0000, ,2.16796
634,41.6750,12.0000, , ,1.0000, ,2.16547
635,41.7250,24.0000, , ,1.0000, ,2.16299
636,41.7750,18.0000, , ,1.0000, ,2.16052
637,41.8250,11.0000, , ,1.0000, ,2.15805
638,41.8750,8.0000, , ,1.0000, ,2.15559
639,41.9250,13.0000, , ,1.0000, ,2.15314
640,41.9750,23.0000, , ,1.0000, ,2.15069
641,42.0250,13.0000, , ,1.0000, ,2.14824
642,42.0750,20.0000, , ,1.0000, ,2.14581
643,42.1250,21.0000, , ,1.0000, ,2.14337
644,42.1750,17.0000, , ,1.0000, ,2.14095
645,42.2250,15.0000, , ,1.0000, ,2.13853
646,42.2750,28.0000, , ,1.0000, ,2.13612
647,42.3250,15.0000, , ,1.0000, ,2.13371
648,42.3750,24.0000, , ,1.0000, ,2.13131
649,42.4250,27.0000, , ,1.0000, ,2.12891
650,42.4750,17.0000, , ,1.0000, ,2.12652
651,42.5250,24.0000, , ,1.0000, ,2.12413
652,42.5750,18.0000, , ,1.0000, ,2.12176
653,42.6250,19.0000, , ,1.0000, ,2.11938
654,42.6750,15.0000, , ,1.0000, ,2.11701
655,42.7250,24.0000, , ,1.0000, ,2.11465
656,42.7750,24.0000, , ,1.0000, ,2.11230
657,42.8250,41.0000, , ,1.0000, ,2.10995
658,42.8750,53.0000, , ,1.0000, ,2.10760
659,42.9250,61.0000, , ,1.0000, ,2.10526
660,42.9750,55.0000, , ,1.0000, ,2.10293
661,43.0250,76.0000, , ,1.0000, ,2.10060
662,43.0750,71.0000, , ,1.0000, ,2.09828
663,43.1250,102.0000, , ,1.0000, ,2.09596
664,43.1750,192.0000, , ,1.0000, ,2.09365
665,43.2250,231.0000, , ,1.0000, ,2.09134
666,43.2750,356.0000, , ,1.0000, ,2.08904
667,43.3250,458.0000, , ,1.0000, ,2.08675
668,43.3750,615.0000, , ,1.0000, ,2.08446
669,43.4250,552.0000, , ,1.0000, ,2.08217
670,43.4750,439.0000, , ,1.0000, ,2.07989
671,43.5250,356.0000, , ,1.0000, ,2.07762
672,43.5750,195.0000, , ,1.0000, ,2.07535
673,43.6250,154.0000, , ,1.0000, ,2.07309
674,43.6750,114.0000, , ,1.0000, ,2.07083
675,43.7250,62.0000, , ,1.0000, ,2.06858
676,43.7750,61.0000, , ,1.0000, ,2.06633
677,43.8250,45.0000, , ,1.0000, ,2.06409
678,43.8750,44.0000, , ,1.0000, ,2.06186
679,43.9250,37.0000, , ,1.0000, ,2.05962
680,43.9750,25.0000, , ,1.0000, ,2.05740
681,44.0250,35.0000, , ,1.0000, ,2.05518
682,44.0750,33.0000, , ,1.0000, ,2.05296
683,44.1250,25.0000, , ,1.0000, ,2.05075
684,44.1750,23.0000, , ,1.0000, ,2.04855
685,44.2250,18.0000, , ,1.0000, ,2.04635
686,44.2750,21.0000, , ,1.0000, ,2.04415
687,44.3250,19.0000, , ,1.0000, ,2.04196
688,44.3750,23.0000, , ,1.0000, ,2.03978
689,44.4250,22.0000, , ,1.0000, ,2.03760
690,44.4750,29.0000, , ,1.0000, ,2.03542
691,44.5250,21.0000, , ,1.0000, ,2.03325
692,44.5750,10.0000, , ,1.0000, ,2.03109
693,44.6250,14.0000, , ,1.0000, ,2.02893
694,44.6750,13.0000, , ,1.0000, ,2.02677
695,44.7250,14.0000, , ,1.0000, ,2.02462
696,44.7750,19.0000, , ,1.0000, ,2.02248
697,44.8250,14.0000, , ,1.0000, ,2.02034
698,44.8750,10.0000, , ,1.0000, ,2.01820
699,44.9250,10.0000, , ,1.0000, ,2.01607
700,44.9750,5.0000, , ,1.0000, ,2.01395
701,45.0250,10.0000, , ,1.0000, ,2.01183
702,45.0750,7.0000, , ,1.0000, ,2.00971
703,45.1250,15.0000, , ,1.0000, ,2.00760
704,45.1750,3.0000, , ,1.0000, ,2.00550
705,45.2250,14.0000, , ,1.0000, ,2.00340
706,45.2750,12.0000, , ,1.0000, ,2.00130
707,45.3250,8.0000, , ,1.0000, ,1.99921
708,45.3750,14.0000, , ,1.0000, ,1.99712
709,45.4250,7.0000, , ,1.0000, ,1.99504
710,45.4750,6.0000, , ,1.0000, ,1.99296
711,45.5250,6.0000, , ,1.0000, ,1.99089
712,45.5750,11.0000, , ,1.0000, ,1.98882
713,45.6250,5.0000, , ,1.0000, ,1.98676
714,45.6750,11.0000, , ,1.0000, ,1.98470
715,45.7250,14.0000, , ,1.0000, ,1.98264
716,45.7750,8.0000, , ,1.0000, ,1.98060
717,45.8250,11.0000, , ,1.0000, ,1.97855
718,45.8750,8.0000, , ,1.0000, ,1.97651
719,45.9250,7.0000, , ,1.0000, ,1.97447
720,45.9750,9.0000, , ,1.0000, ,1.97244
721,46.0250,12.0000, , ,1.0000, ,1.97042
722,46.0750,18.0000, , ,1.0000, ,1.96840
723,46.1250,11.0000, , ,1.0000, ,1.96638
724,46.1750,21.0000, , ,1.0000, ,1.96436
725,46.2250,18.0000, , ,1.0000, ,1.96236
726,46.2750,19.0000, , ,1.0000, ,1.96035
727,46.3250,18.0000, , ,1.0000, ,1.95835
728,46.3750,21.0000, , ,1.0000, ,1.95636
729,46.4250,10.0000, , ,1.0000, ,1.95437
730,46.4750,15.0000, , ,1.0000, ,1.95238
731,46.5250,16.0000, , ,1.0000, ,1.95040
732,46.5750,13.0000, , ,1.0000, ,1.94842
733,46.6250,15.0000, , ,1.0000, ,1.94645
734,46.6750,19.0000, , ,1.0000, ,1.94448
735,46.7250,10.0000, , ,1.0000, ,1.94252
736,46.7750,17.0000, , ,1.0000, ,1.94056
737,46.8250,16.0000, , ,1.0000, ,1.93860
738,46.8750,18.0000, , ,1.0000, ,1.93665
739,46.9250,20.0000, , ,1.0000, ,1.93470
740,46.9750,22.0000, , ,1.0000, ,1.93276
741,47.0250,16.0000, , ,1.0000, ,1.93082
742,47.0750,16.0000, , ,1.0000, ,1.92889
743,47.1250,26.0000, , ,1.0000, ,1.92696
744,47.1750,14.0000, , ,1.0000, ,1.92503
745,47.2250,15.0000, , ,1.0000, ,1.92311
746,47.2750,19.0000, , ,1.0000, ,1.92119
747,47.3250,21.0000, , ,1.0000, ,1.91928
748,47.3750,17.0000, , ,1.0000, ,1.91737
749,47.4250,15.0000, , ,1.0000, ,1.91546
750,47.4750,27.0000, , ,1.0000, ,1.91356
751,47.5250,20.0000, , ,1.0000, ,1.91167
752,47.5750,21.0000, , ,1.0000, ,1.90977
753,47.6250,32.0000, , ,1.0000, ,1.90789
754,47.6750,23.0000, , ,1.0000, ,1.90600
755,47.7250,25.0000, , ,1.0000, ,1.90412
756,47.7750,34.0000, , ,1.0000, ,1.90224
757,47.8250,42.0000, , ,1.0000, ,1.90037
758,47.8750,33.0000, , ,1.0000, ,1.89850
759,47.9250,40.0000, , ,1.0000, ,1.89664
760,47.9750,48.0000, , ,1.0000, ,1.89478
761,48.0250,53.0000, , ,1.0000, ,1.89292
762,48.0750,45.0000, , ,1.0000, ,1.89107
763,48.1250,52.0000, , ,1.0000, ,1.88922
764,48.1750,58.0000, , ,1.0000, ,1.88738
765,48.2250,69.0000, , ,1.0000, ,1.88554
766,48.2750,57.0000, , ,1.0000, ,1.88370
767,48.3250,68.0000, , ,1.0000, ,1.88187
768,48.3750,69.0000, , ,1.0000, ,1.88004
769,48.4250,74.0000, , ,1.0000, ,1.87822
770,48.4750,57.0000, , ,1.0000, ,1.87640
771,48.5250,59.0000, , ,1.0000, ,1.87458
772,48.5750,59.0000, , ,1.0000, ,1.87277
773,48.6250,36.0000, , ,1.0000, ,1.87096
774,48.6750,45.0000, , ,1.0000, ,1.86916
775,48.7250,32.0000, , ,1.0000, ,1.86735
776,48.7750,39.0000, , ,1.0000, ,1.86556
777,48.8250,34.0000, , ,1.0000, ,1.86376
778,48.8750,29.0000, , ,1.0000, ,1.86197
779,48.9250,23.0000, , ,1.0000, ,1.86019
780,48.9750,23.0000, , ,1.0000, ,1.85840
781,49.0250,21.0000, , ,1.0000, ,1.85663
782,49.0750,29.0000, , ,1.0000, ,1.85485
783,49.1250,24.0000, , ,1.0000, ,1.85308
784,49.1750,13.0000, , ,1.0000, ,1.85131
785,49.2250,19.0000, , ,1.0000, ,1.84955
786,49.2750,9.0000, , ,1.0000, ,1.84779
787,49.3250,15.0000, , ,1.0000, ,1.84603
788,49.3750,18.0000, , ,1.0000, ,1.84428
789,49.4250,16.0000, , ,1.0000, ,1.84253
790,49.4750,20.0000, , ,1.0000, ,1.84079
791,49.5250,19.0000, , ,1.0000, ,1.83905
792,49.5750,19.0000, , ,1.0000, ,1.83731
793,49.6250,17.0000, , ,1.0000, ,1.83557
794,49.6750,16.0000, , ,1.0000, ,1.83384
795,49.7250,17.0000, , ,1.0000, ,1.83212
796,49.7750,21.0000, , ,1.0000, ,1.83039
797,49.8250,9.0000, , ,1.0000, ,1.82867
798,49.8750,11.0000, , ,1.0000, ,1.82696
799,49.9250,14.0000, , ,1.0000, ,1.82525
800,49.9750,9.0000, , ,1.0000, ,1.82354
801,50.0250,7.0000, , ,1.0000, ,1.82183
802,50.0750,5.0000, , ,1.0000, ,1.82013
803,50.1250,14.0000, , ,1.0000, ,1.81843
804,50.1750,12.0000, , ,1.0000, ,1.81674
805,50.2250,9.0000, , ,1.0000, ,1.81504
806,50.2750,6.0000, , ,1.0000, ,1.81336
807,50.3250,15.0000, , ,1.0000, ,1.81167
808,50.3750,10.0000, , ,1.0000, ,1.80999
809,50.4250,12.0000, , ,1.0000, ,1.80831
810,50.4750,12.0000, , ,1.0000, ,1.80664
811,50.5250,12.0000, , ,1.0000, ,1.80497
812,50.5750,5.0000, , ,1.0000, ,1.80330
813,50.6250,5.0000, , ,1.0000, ,1.80164
814,50.6750,8.0000, , ,1.0000, ,1.79998
815,50.7250,6.0000, , ,1.0000, ,1.79832
816,50.7750,7.0000, , ,1.0000, ,1.79667
817,50.8250,8.0000, , ,1.0000, ,1.79502
818,50.8750,7.0000, , ,1.0000, ,1.79337
819,50.9250,9.0000, , ,1.0000, ,1.79173
820,50.9750,5.0000, , ,1.0000, ,1.79009
821,51.0250,14.0000, , ,1.0000, ,1.78845
822,51.0750,10.0000, , ,1.0000, ,1.78681
823,51.1250,10.0000, , ,1.0000, ,1.78518
824,51.1750,9.0000, , ,1.0000, ,1.78356
825,51.2250,9.0000, , ,1.0000, ,1.78193
826,51.2750,5.0000, , ,1.0000, ,1.78031
827,51.3250,10.0000, , ,1.0000, ,1.77870
828,51.3750,11.0000, , ,1.0000, ,1.77708
829,51.4250,8.0000, , ,1.0000, ,1.77547
830,51.4750,14.0000, , ,1.0000, ,1.77387
831,51.5250,13.0000, , ,1.0000, ,1.77226
832,51.5750,8.0000, , ,1.0000, ,1.77066
833,51.6250,15.0000, , ,1.0000, ,1.76906
834,51.6750,9.0000, , ,1.0000, ,1.76747
835,51.7250,10.0000, , ,1.0000, ,1.76588
836,51.7750,12.0000, , ,1.0000, ,1.76429
837,51.8250,24.0000, , ,1.0000, ,1.76271
838,51.8750,20.0000, , ,1.0000, ,1.76112
839,51.9250,15.0000, , ,1.0000, ,1.75955
840,51.9750,17.0000, , ,1.0000, ,1.75797
841,52.0250,23.0000, , ,1.0000, ,1.75640
842,52.0750,18.0000, , ,1.0000, ,1.75483
843,52.1250,28.0000, , ,1.0000, ,1.75326
844,52.1750,33.0000, , ,1.0000, ,1.75170
845,52.2250,32.0000, , ,1.0000, ,1.75014
846,52.2750,54.0000, , ,1.0000, ,1.74859
847,52.3250,61.0000, , ,1.0000, ,1.74703
848,52.3750,76.0000, , ,1.0000, ,1.74548
849,52.4250,115.0000, , ,1.0000, ,1.74394
850,52.4750,118.0000, , ,1.0000, ,1.74239
851,52.5250,201.0000, , ,1.0000, ,1.74085
852,52.5750,256.0000, , ,1.0000, ,1.73931
853,52.6250,189.0000, , ,1.0000, ,1.73778
854,52.6750,179.0000, , ,1.0000, ,1.73625
855,52.7250,167.0000, , ,1.0000, ,1.73472
856,52.7750,107.0000, , ,1.0000, ,1.73319
857,52.8250,86.0000, , ,1.0000, ,1.73167
858,52.8750,62.0000, , ,1.0000, ,1.73015
859,52.9250,52.0000, , ,1.0000, ,1.72863
860,52.9750,43.0000, , ,1.0000, ,1.72712
861,53.0250,28.0000, , ,1.0000, ,1.72561
862,53.0750,29.0000, , ,1.0000, ,1.72410
863,53.1250,17.0000, , ,1.0000, ,1.72259
864,53.1750,21.0000, , ,1.0000, ,1.72109
865,53.2250,22.0000, , ,1.0000, ,1.71959
866,53.2750,16.0000, , ,1.0000, ,1.71810
867,53.3250,12.0000, , ,1.0000, ,1.71660
868,53.3750,10.0000, , ,1.0000, ,1.71511
869,53.4250,13.0000, , ,1.0000, ,1.71363
870,53.4750,15.0000, , ,1.0000, ,1.71214
871,53.5250,7.0000, , ,1.0000, ,1.71066
872,53.5750,4.0000, , ,1.0000, ,1.70918
873,53.6250,9.0000, , ,1.0000, ,1.70771
874,53.6750,8.0000, , ,1.0000, ,1.70623
875,53.7250,13.0000, , ,1.0000, ,1.70476
876,53.7750,14.0000, , ,1.0000, ,1.70330
877,53.8250,13.0000, , ,1.0000, ,1.70183
878,53.8750,4.0000, , ,1.0000, ,1.70037
879,53.9250,6.0000, , ,1.0000, ,1.69891
880,53.9750,12.0000, , ,1.0000, ,1.69746
881,54.0250,4.0000, , ,1.0000, ,1.69600
882,54.0750,9.0000, , ,1.0000, ,1.69455
883,54.1250,7.0000, , ,1.0000, ,1.69311
884,54.1750,8.0000, , ,1.0000, ,1.69166
885,54.2250,11.0000, , ,1.0000, ,1.69022
886,54.2750,6.0000, , ,1.0000, ,1.68878
887,54.3250,9.0000, , ,1.0000, ,1.68734
888,54.3750,6.0000, , ,1.0000, ,1.68591
889,54.4250,7.0000, , ,1.0000, ,1.68448
890,54.4750,7.0000, , ,1.0000, ,1.68305
891,54.5250,10.0000, , ,1.0000, ,1.68163
892,54.5750,3.0000, , ,1.0000, ,1.68020
893,54.6250,5.0000, , ,1.0000, ,1.67878
894,54.6750,11.0000, , ,1.0000, ,1.67737
895,54.7250,7.0000, , ,1.0000, ,1.67595
896,54.7750,11.0000, , ,1.0000, ,1.67454
897,54.8250,7.0000, , ,1.0000, ,1.67313
898,54.8750,8.0000, , ,1.0000, ,1.67173
899,54.9250,8.0000, , ,1.0000, ,1.67032
900,54.9750,4.0000, , ,1.0000, ,1.66892
901,55.0250,9.0000, , ,1.0000, ,1.66752
902,55.0750,7.0000, , ,1.0000, ,1.66613
903,55.1250,10.0000, , ,1.0000, ,1.66473
904,55.1750,5.0000, , ,1.0000, ,1.66334
905,55.2250,7.0000, , ,1.0000, ,1.66196
906,55.2750,12.0000, , ,1.0000, ,1.66057
907,55.3250,9.0000, , ,1.0000, ,1.65919
908,55.3750,6.0000, , ,1.0000, ,1.65781
909,55.4250,9.0000, , ,1.0000, ,1.65643
910,55.4750,10.0000, , ,1.0000, ,1.65506
911,55.5250,8.0000, , ,1.0000, ,1.65369
912,55.5750,13.0000, , ,1.0000, ,1.65232
913,55.6250,4.0000, , ,1.0000, ,1.65095
914,55.6750,10.0000, , ,1.0000, ,1.64958
915,55.7250,12.0000, , ,1.0000, ,1.64822
916,55.7750,9.0000, , ,1.0000, ,1.64686
917,55.8250,8.0000, , ,1.0000, ,1.64551
918,55.8750,9.0000, , ,1.0000, ,1.64415
919,55.9250,7.0000, , ,1.0000, ,1.64280
920,55.9750,8.0000, , ,1.0000, ,1.64145
921,56.0250,20.0000, , ,1.0000, ,1.64011
922,56.0750,7.0000, , ,1.0000, ,1.63876
923,56.1250,11.0000, , ,1.0000, ,1.63742
924,56.1750,12.0000, , ,1.0000, ,1.63608
925,56.2250,10.0000, , ,1.0000, ,1.63475
926,56.2750,13.0000, , ,1.0000, ,1.63341
927,56.3250,13.0000, , ,1.0000, ,1.63208
928,56.3750,12.0000, , ,1.0000, ,1.63075
929,56.4250,9.0000, , ,1.0000, ,1.62942
930,56.4750,15.0000, , ,1.0000, ,1.62810
931,56.5250,13.0000, , ,1.0000, ,1.62678
932,56.5750,11.0000, , ,1.0000, ,1.62546
933,56.6250,15.0000, , ,1.0000, ,1.62414
934,56.6750,18.0000, , ,1.0000, ,1.62283
935,56.7250,16.0000, , ,1.0000, ,1.62152
936,56.7750,21.0000, , ,1.0000, ,1.62021
937,56.8250,29.0000, , ,1.0000, ,1.61890
938,56.8750,36.0000, , ,1.0000, ,1.61760
939,56.9250,32.0000, , ,1.0000, ,1.61629
940,56.9750,37.0000, , ,1.0000, ,1.61499
941,57.0250,46.0000, , ,1.0000, ,1.61370
942,57.0750,45.0000, , ,1.0000, ,1.61240
943,57.1250,69.0000, , ,1.0000, ,1.61111
944,57.1750,71.0000, , ,1.0000, ,1.60982
945,57.2250,87.0000, , ,1.0000, ,1.60853
946,57.2750,135.0000, , ,1.0000, ,1.60725
947,57.3250,132.0000, , ,1.0000, ,1.60596
948,57.3750,184.0000, , ,1.0000, ,1.60468
949,57.4250,283.0000, , ,1.0000, ,1.60340
950,57.4750,352.0000, , ,1.0000, ,1.60213
951,57.5250,457.0000, , ,1.0000, ,1.60085
952,57.5750,393.0000, , ,1.0000, ,1.59958
953,57.6250,340.0000, , ,1.0000, ,1.59831
954,57.6750,313.0000, , ,1.0000, ,1.59705
955,57.7250,261.0000, , ,1.0000, ,1.59578
956,57.7750,155.0000, , ,1.0000, ,1.59452
957,57.8250,117.0000, , ,1.0000, ,1.59326
958,57.8750,89.0000, , ,1.0000, ,1.59200
959,57.9250,74.0000, , ,1.0000, ,1.59075
960,57.9750,52.0000, , ,1.0000, ,1.58949
961,58.0250,60.0000, , ,1.0000, ,1.58824
962,58.0750,33.0000, , ,1.0000, ,1.58700
963,58.1250,30.0000, , ,1.0000, ,1.58575
964,58.1750,28.0000, , ,1.0000, ,1.58451
965,58.2250,19.0000, , ,1.0000, ,1.58326
966,58.2750,12.0000, , ,1.0000, ,1.58202
967,58.3250,16.0000, , ,1.0000, ,1.58079
968,58.3750,17.0000, , ,1.0000, ,1.57955
969,58.4250,25.0000, , ,1.0000, ,1.57832
970,58.4750,24.0000, , ,1.0000, ,1.57709
971,58.5250,13.0000, , ,1.0000, ,1.57586
972,58.5750,8.0000, , ,1.0000, ,1.57463
973,58.6250,17.0000, , ,1.0000, ,1.57341
974,58.6750,21.0000, , ,1.0000, ,1.57219
975,58.7250,8.0000, , ,1.0000, ,1.57097
976,58.7750,20.0000, , ,1.0000, ,1.56975
977,58.8250,17.0000, , ,1.0000, ,1.56854
978,58.8750,12.0000, , ,1.0000, ,1.56732
979,58.9250,14.0000, , ,1.0000, ,1.56611
980,58.9750,17.0000, , ,1.0000, ,1.56491
981,59.0250,13.0000, , ,1.0000, ,1.56370
982,59.0750,11.0000, , ,1.0000, ,1.56249
983,59.1250,9.0000, , ,1.0000, ,1.56129
984,59.1750,16.0000, , ,1.0000, ,1.56009
985,59.2250,10.0000, , ,1.0000, ,1.55889
986,59.2750,14.0000, , ,1.0000, ,1.55770
987,59.3250,9.0000, , ,1.0000, ,1.55651
988,59.3750,11.0000, , ,1.0000, ,1.55531
989,59.4250,8.0000, , ,1.0000, ,1.55412
990,59.4750,17.0000, , ,1.0000, ,1.55294
991,59.5250,8.0000, , ,1.0000, ,1.55175
992,59.5750,15.0000, , ,1.0000, ,1.55057
993,59.6250,7.0000, , ,1.0000, ,1.54939
994,59.6750,17.0000, , ,1.0000, ,1.54821
995,59.7250,15.0000, , ,1.0000, ,1.54703
996,59.7750,24.0000, , ,1.0000, ,1.54586
997,59.8250,13.0000, , ,1.0000, ,1.54469
998,59.8750,18.0000, , ,1.0000, ,1.54352
999,59.9250,16.0000, , ,1.0000, ,1.54235
1000,59.9750,14.0000, , ,1.0000, ,1.54118
1001,60.0250,19.0000, , ,1.0000, ,1.54002
1002,60.0750,6.0000, , ,1.0000, ,1.53885
1003,60.1250,11.0000, , ,1.0000, ,1.53769
1004,60.1750,14.0000, , ,1.0000, ,1.53654
1005,60.2250,11.0000, , ,1.0000, ,1.53538
1006,60.2750,8.0000, , ,1.0000, ,1.53423
1007,60.3250,12.0000, , ,1.0000, ,1.53307
1008,60.3750,15.0000, , ,1.0000, ,1.53192
1009,60.4250,5.0000, , ,1.0000, ,1.53078
1010,60.4750,7.0000, , ,1.0000, ,1.52963
1011,60.5250,9.0000, , ,1.0000, ,1.52849
1012,60.5750,11.0000, , ,1.0000, ,1.52734
1013,60.6250,5.0000, , ,1.0000, ,1.52620
1014,60.6750,9.0000, , ,1.0000, ,1.52506
1015,60.7250,12.0000, , ,1.0000, ,1.52393
1016,60.7750,10.0000, , ,1.0000, ,1.52279
1017,60.8250,12.0000, , ,1.0000, ,1.52166
1018,60.8750,9.0000, , ,1.0000, ,1.52053
